country;receptor;s_year;s_month;s_day;start;e_year;e_month;e_day;end;leader;office;description;election_year;lame_duck;gdpcapita;external_balance
Brazil;Venezuela;2006;November;13;13/11/2006;2006;November;13;13/11/2006;Luiz Inácio Lula da Silva;President;He participated in the inauguration of the bridge over theOrinoco River.Meeting with PresidentHugo Chávezand local politicians.;0;0;5866,1;2,70693
Brazil;Nigeria;2006;November;29;29/11/2006;2006;November;30;30/11/2006;Luiz Inácio Lula da Silva;President;Participated in the Africa–South Americasummit.Meeting with various Heads of state, including the president ofLibya,Muammar al-Gaddafiand the president ofTogo,Faure Gnassingbé.;0;0;5866,1;2,70693
Brazil;Bolivia;2006;December;8;08/12/2006;2006;December;9;09/12/2006;Luiz Inácio Lula da Silva;President;Participated in the Meeting of Heads of State and Government of the countries ofthe South American Community of Nations.Meeting with PresidentEvo MoralesandChileanPresidentMichele Bachelet.;0;0;5866,1;2,70693
Brazil;Ecuador;2007;January;15;15/01/2007;2007;January;15;15/01/2007;Luiz Inácio Lula da Silva;President;He participated in the inauguration ceremony of the president-elect,Rafael Correa.;0;0;7323,03;1,36274
Brazil;Switzerland;2007;January;24;24/01/2007;2007;January;26;26/01/2007;Luiz Inácio Lula da Silva;President;Participated in theWorld Economic Forum.She met with the President ofMexico,Felipe Calderónand the Prime Minister of theUnited Kingdom,Tony Blair.;0;0;7323,03;1,36274
Brazil;Uruguay;2007;February;26;26/02/2007;2007;February;26;26/02/2007;Luiz Inácio Lula da Silva;President;State visit.Meeting with PresidentTabaré Vázquez.;0;0;7323,03;1,36274
Brazil;Guyana;2007;March;2;02/03/2007;2007;March;3;03/03/2007;Luiz Inácio Lula da Silva;President;Participated in the plenary session of the XIX Meeting ofthe Rio Group.Meeting with PresidentBharrat Jagdeo.;0;0;7323,03;1,36274
Brazil;United States;2007;March;30;30/03/2007;2007;March;31;31/03/2007;Luiz Inácio Lula da Silva;President;State visit.Meeting with PresidentGeorge W. Bush.;0;0;7323,03;1,36274
Brazil;Venezuela;2007;April;16;16/04/2007;2007;April;17;17/04/2007;Luiz Inácio Lula da Silva;President;Meeting with the presidents ofSouth America.Dinner with PresidentHugo Chávez.;0;0;7323,03;1,36274
Brazil;Chile;2007;April;25;25/04/2007;2007;April;26;26/04/2007;Luiz Inácio Lula da Silva;President;State visit.Meeting with PresidentMichele Bachelet.Participated in the closing of the World Economic Forum onLatin America.Visit the República del Brasil School.;0;0;7323,03;1,36274
Brazil;Argentina;2007;April;27;27/04/2007;2007;April;27;27/04/2007;Luiz Inácio Lula da Silva;President;Working visit.Meeting with PresidentNéstor Kirchner.;0;0;7323,03;1,36274
Brazil;Paraguay;2007;May;20;20/05/2007;2007;May;21;21/05/2007;Luiz Inácio Lula da Silva;President;Working visit.Meeting with PresidentNicanor Duarteand meeting with Brazilian businessmen.;0;0;7323,03;1,36274
Brazil;United Kingdom;2007;June;1;01/06/2007;2007;June;2;02/06/2007;Luiz Inácio Lula da Silva;President;Watched a football match betweenBrazilandEngland.Interview with Indian journalists.;0;0;7323,03;1,36274
Brazil;India;2007;June;3;03/06/2007;2007;June;5;05/06/2007;Luiz Inácio Lula da Silva;President;He paid tributes at the Mahatma Gandhimemorial.Meeting with Prime MinisterManmohan Singhand PresidentAPJ Abdul Kalam.Meetings with local politicians and businessmen.Meeting with the Brazilian ambassador in India.;0;0;7323,03;1,36274
Brazil;Germany;2007;June;5;05/06/2007;2007;June;8;08/06/2007;Luiz Inácio Lula da Silva;President;Meeting with local businessmen and politicians.Meetings with the President ofNigeria,Umaru Yar'Adua, with the Secretary General ofthe United Nations,Ban Ki-Moon, with the President ofAlgeria,Abdelaziz Bouteflikaand with the President ofMexico,Felipe Calderón.Participated in the meeting of developing countries and theG8.He met with other Heads of government and state and with the German chancellor,Angela Merkel.;0;0;7323,03;1,36274
Brazil;Paraguay;2007;June;28;28/06/2007;2007;June;29;29/06/2007;Luiz Inácio Lula da Silva;President;Participated in the summit meeting ofMercosurpresidents .Meeting with the host President,Nicanor Duarte, and with the President ofChile,Michelle Bachelet.;0;0;7323,03;1,36274
Brazil;Portugal;2007;July;4;04/07/2007;2007;July;4;04/07/2007;Luiz Inácio Lula da Silva;President;Participated in the European Union-Brazil summit.Meeting with PresidentAníbal Cavaco Silva.;0;0;7323,03;1,36274
Brazil;Belgium;2007;July;5;05/07/2007;2007;July;5;05/07/2007;Luiz Inácio Lula da Silva;President;Meeting withEuropean Unionpoliticians .;0;0;7323,03;1,36274
Brazil;Mexico;2007;August;5;05/08/2007;2007;August;7;07/08/2007;Luiz Inácio Lula da Silva;President;State visit.Meeting with PresidentFelipe Calderón.Meeting with businessmen.He received tributes along with the first ladyMarisa Letícia.;0;0;7323,03;1,36274
Brazil;Honduras;2007;August;7;07/08/2007;2007;August;7;07/08/2007;Luiz Inácio Lula da Silva;President;State visit.Meeting with PresidentManuel Zelaya.Meeting with the Brazilian community in Honduras.;0;0;7323,03;1,36274
Brazil;Nicaragua;2007;August;7;07/08/2007;2007;August;8;08/08/2007;Luiz Inácio Lula da Silva;President;State visit.Meeting with PresidentDaniel Ortega.;0;0;7323,03;1,36274
Brazil;Jamaica;2007;August;9;09/08/2007;2007;August;9;09/08/2007;Luiz Inácio Lula da Silva;President;State visit.Meetings with the country's Governor General,Kenneth O. Halland with Prime MinisterPortia Simpson-Miller.Participated in the inauguration of an ethanol plant.;0;0;7323,03;1,36274
Brazil;Panama;2007;August;9;09/08/2007;2007;August;10;10/08/2007;Luiz Inácio Lula da Silva;President;State visit.Meeting with PresidentMartín Torrijos.;0;0;7323,03;1,36274
Brazil;Finland;2007;September;9;09/09/2007;2007;September;10;10/09/2007;Luiz Inácio Lula da Silva;President;State visit.Meetings with PresidentTarja Halonenand Prime MinisterMatti Vanhanen.;0;0;7323,03;1,36274
Brazil;Sweden;2007;September;11;11/09/2007;2007;September;12;12/09/2007;Luiz Inácio Lula da Silva;President;State visit.Meeting with KingCarl XVI Gustaf.He also participated in meetings with local politicians.;0;0;7323,03;1,36274
Brazil;Denmark;2007;September;12;12/09/2007;2007;September;13;13/09/2007;Luiz Inácio Lula da Silva;President;State visit.Meeting with QueenMargaret II of Denmark.Participated in meetings with Brazilian and local businessmen and investors.He met with the Brazilian community in Denmark.;0;0;7323,03;1,36274
Brazil;Norway;2007;September;13;13/09/2007;2007;September;14;14/09/2007;Luiz Inácio Lula da Silva;President;State visit.Meetings with KingHarald V, with Prime MinisterJens Stoltenberg, and with politicians and businessmen.;0;0;7323,03;1,36274
Brazil;Spain;2007;September;15;15/09/2007;2007;September;17;17/09/2007;Luiz Inácio Lula da Silva;President;State visit.Meetings with the President of the Government of Spain,José Luis Zapatero, with KingJuan Carlos I, with Spanish investors and businessmen.;0;0;7323,03;1,36274
Brazil;United States;2007;September;24;24/09/2007;2007;September;25;25/09/2007;Luiz Inácio Lula da Silva;President;Participated inthe United Nations General Assembly.Meeting with various Heads of State and Government, including the President ofFrance,Nicolas Sarkozyand ofTimor-Leste,José Ramos-Horta.;0;0;7323,03;1,36274
Brazil;Burkina Faso;2007;October;15;15/10/2007;2007;October;15;15/10/2007;Luiz Inácio Lula da Silva;President;State visit.Meeting with PresidentBlaise Compaoré.;0;0;7323,03;1,36274
Brazil;Congo;2007;October;15;15/10/2007;2007;October;15;15/10/2007;Luiz Inácio Lula da Silva;President;State visit.Meeting with PresidentDenis Sassou Nguesso.;0;0;7323,03;1,36274
Brazil;South Africa;2007;October;17;17/10/2007;2007;October;17;17/10/2007;Luiz Inácio Lula da Silva;President;Participated in the IBSAsummit of Heads of State and Government.Meetings with the Prime Minister ofIndia,Manmohan Singhand the South African President,Thabo Mbeki.;0;0;7323,03;1,36274
Brazil;Angola;2007;October;17;17/10/2007;2007;October;18;18/10/2007;Luiz Inácio Lula da Silva;President;State visit.Meeting with PresidentJosé Eduardo dos Santos.;0;0;7323,03;1,36274
Brazil;Switzerland;2007;October;30;30/10/2007;2007;October;30;30/10/2007;Luiz Inácio Lula da Silva;President;Meeting with the Minister ofthe Swiss Federal Council,Micheline Calmy-Rey.Participated in FIFAsports affairs meetings.;0;0;7323,03;1,36274
Brazil;Chile;2007;November;8;08/11/2007;2007;November;10;10/11/2007;Luiz Inácio Lula da Silva;President;He participated in the summit of Heads of State and Government of theOrganization of Ibero-American States.Meeting with Chilean PresidentMichelle Bacheletand other Heads of state and government.He also met with politicians.;0;0;7323,03;1,36274
Brazil;Argentina;2007;December;9;09/12/2007;2007;December;10;10/12/2007;Luiz Inácio Lula da Silva;President;Participated in the inauguration ceremony of the president-elect of Argentina,Cristina Kirchner.Meeting with the President ofGuatemala,Álvaro Colomand other Heads of state.;0;0;7323,03;1,36274
Brazil;Venezuela;2007;December;13;13/12/2007;2007;December;13;13/12/2007;Luiz Inácio Lula da Silva;President;He met with PresidentHugo Chávezand with Brazilian and local businessmen.;0;0;7323,03;1,36274
Brazil;Bolivia;2007;December;16;16/12/2007;2007;December;17;17/12/2007;Luiz Inácio Lula da Silva;President;State visit.Meeting with PresidentEvo MoralesandChileanPresidentMichele Bachelet.;0;0;7323,03;1,36274
Brazil;Uruguay;2007;December;17;17/12/2007;2007;December;18;18/12/2007;Luiz Inácio Lula da Silva;President;Participated in the summit meeting ofMercosurHeads of State .Meeting with Uruguayan PresidentTabaré Vázquez.;0;0;7323,03;1,36274
Brazil;Guatemala;2008;January;14;14/01/2008;2008;January;14;14/01/2008;Luiz Inácio Lula da Silva;President;He participated in the inauguration ceremony of the country's new president,Álvaro Colom.;0;0;8801,6;-0,18957
Brazil;Cuba;2008;January;14;14/01/2008;2008;January;15;15/01/2008;Luiz Inácio Lula da Silva;President;Working visit.Dinner with First Vice PresidentRaúl Castro.;0;0;8801,6;-0,18957
Brazil;French Guiana;2008;February;12;12/02/2008;2008;February;12;12/02/2008;Luiz Inácio Lula da Silva;President;Official visit.Meeting with French PresidentNicolas Sarkozyand local leaders.;0;0;8801,6;-0,18957
Brazil;Chile;2008;February;15;15/02/2008;2008;February;17;17/02/2008;Luiz Inácio Lula da Silva;President;He had dinner with Brazilian soldiers and visited a ship.I'm waiting board for theAntarctic Station.;0;0;8801,6;-0,18957
Brazil;Antarctica;2008;February;17;17/02/2008;2008;February;17;17/02/2008;Luiz Inácio Lula da Silva;President;Visit tothe Comandante Ferraz Antarctic Station.Meeting with military personnel and researchers.Participated in the ceremony celebrating the 25th anniversary of the first Brazilian expedition Antarctica.;0;0;8801,6;-0,18957
Brazil;Argentina;2008;February;22;22/02/2008;2008;February;23;23/02/2008;Luiz Inácio Lula da Silva;President;Working visit.Meeting with PresidentCristina Kirchner.Visit the Supreme Court and the Congress of the Nation.Participated in a trilateral meeting with the President of Argentina and the President ofBolivia,Evo Morales.;0;0;8801,6;-0,18957
Brazil;Netherlands;2008;April;9;09/04/2008;2008;April;11;11/04/2008;Luiz Inácio Lula da Silva;President;State visit.Meeting with Prime MinisterJan Peter Balkenendeand QueenBeatrix of the Netherlands.Met with businessmen.;0;0;8801,6;-0,18957
Brazil;Czechia;2008;April;12;12/04/2008;2008;April;12;12/04/2008;Luiz Inácio Lula da Silva;President;State visit.Meeting with PresidentVáclav Klaus.Visitedreligious sites.;0;0;8801,6;-0,18957
Brazil;Ghana;2008;April;19;19/04/2008;2008;April;21;21/04/2008;Luiz Inácio Lula da Silva;President;Participated in the Meeting of theUnited Nations Conferenceon Trade and Development.Meetings with the President of Ghana,John Kufuor, with the President ofFinland,Tarja Halonenand with the Secretary General of the UN,Ban Ki-Moon.;0;0;8801,6;-0,18957
Brazil;Peru;2008;May;16;16/05/2008;2008;May;17;17/05/2008;Luiz Inácio Lula da Silva;President;Participated in the summit ofLatin Americaand theCaribbean-European Union.Meeting with PresidentAlan Garcíaand other Heads of state, including the President ofBulgaria,Georgi Parvanov.Participated in the Brazil–Peru Business Forum.;0;0;8801,6;-0,18957
Brazil;Haiti;2008;May;28;28/05/2008;2008;May;28;28/05/2008;Luiz Inácio Lula da Silva;President;State visit.Meeting with PresidentRené Préval;0;0;8801,6;-0,18957
Brazil;El Salvador;2008;May;29;29/05/2008;2008;May;29;29/05/2008;Luiz Inácio Lula da Silva;President;Working visit.Meeting with PresidentAntonio Saca.He also met with representatives of the Brazilian community in the country.;0;0;8801,6;-0,18957
Brazil;Italy;2008;May;31;31/05/2008;2008;June;3;03/06/2008;Luiz Inácio Lula da Silva;President;Participated in the High Level Conference on Food Security.Meetings with the President ofArgentina,Cristina Kirchnerand the Secretary General of theUN,Ban Ki-Moon.;0;0;8801,6;-0,18957
Brazil;Venezuela;2008;June;27;27/06/2008;2008;June;27;27/06/2008;Luiz Inácio Lula da Silva;President;State visit.Meeting with PresidentHugo Chávez.;0;0;8801,6;-0,18957
Brazil;Argentina;2008;June;30;30/06/2008;2008;July;1;01/07/2008;Luiz Inácio Lula da Silva;President;Participated in the MercosurHeads of State summit.Meeting with PresidentCristina Kirchner.;0;0;8801,6;-0,18957
Brazil;Japan;2008;July;7;07/07/2008;2008;July;9;09/07/2008;Luiz Inácio Lula da Silva;President;Participated in the G5summit.Meeting with the presidents of theG8.He met bilaterally with the American president,George W. Bush, with the president ofChina,Hum Jintaoand with other Heads of state.Participated in aBRICmeeting .;0;0;8801,6;-0,18957
Brazil;Vietnam;2008;July;10;10/07/2008;2008;July;10;10/07/2008;Luiz Inácio Lula da Silva;President;State visit.Meeting with PresidentNguy?n Minh Tri?t.He participated in theBrazil-Vietnam business seminar and met with local politicians.;0;0;8801,6;-0,18957
Brazil;East Timor;2008;July;11;11/07/2008;2008;July;11;11/07/2008;Luiz Inácio Lula da Silva;President;State visit.Meeting with PresidentJosé Ramos-Hortaand local politicians.;0;0;8801,6;-0,18957
Brazil;Indonesia;2008;July;12;12/07/2008;2008;July;12;12/07/2008;Luiz Inácio Lula da Silva;President;State visit.Meeting with PresidentSusilo Bambang Yudhoyono.Meeting with local businessmen and politicians.;0;0;8801,6;-0,18957
Brazil;Bolivia;2008;July;18;18/07/2008;2008;July;18;18/07/2008;Luiz Inácio Lula da Silva;President;Working visit.;0;0;8801,6;-0,18957
Brazil;Colombia;2008;July;19;19/07/2008;2008;July;20;20/07/2008;Luiz Inácio Lula da Silva;President;He met with the presidents of Colombia,Álvaro UribeandPeru,Alan García.;0;0;8801,6;-0,18957
Brazil;Portugal;2008;July;24;24/07/2008;2008;July;26;26/07/2008;Luiz Inácio Lula da Silva;President;Participated in the summit of theCommunity of Portuguese Speaking Countries.Meeting with the Portuguese Prime Minister,José Sócrates.He also met with Brazilian investors in the country.;0;0;8801,6;-0,18957
Brazil;Argentina;2008;August;3;03/08/2008;2008;August;4;04/08/2008;Luiz Inácio Lula da Silva;President;Official visit.Meetings with PresidentCristina Kirchnerand with Brazilian and Argentine businessmen.;0;0;8801,6;-0,18957
Brazil;China;2008;August;6;06/08/2008;2008;August;9;09/08/2008;Luiz Inácio Lula da Silva;President;State visit.Meeting with PresidentHu Jintao.Met with local politicians.;0;0;8801,6;-0,18957
Brazil;Paraguay;2008;August;15;15/08/2008;2008;August;15;15/08/2008;Luiz Inácio Lula da Silva;President;He participated in the inauguration ceremony of the president-elect of the country,Fernando Lugo.;0;0;8801,6;-0,18957
Brazil;Chile;2008;September;15;15/09/2008;2008;September;15;15/09/2008;Luiz Inácio Lula da Silva;President;Participated in the UNASURsummit meeting.;0;0;8801,6;-0,18957
Brazil;United States;2008;September;22;22/09/2008;2008;September;23;23/09/2008;Luiz Inácio Lula da Silva;President;Participated inthe United Nations General Assembly.Meetings with American businessmen and CPLPHeads of State and Government.He met with several Heads of state, including the president ofLebanon,Michel Suleiman.;0;0;8801,6;-0,18957
Brazil;Spain;2008;October;13;13/10/2008;2008;October;13;13/10/2008;Luiz Inácio Lula da Silva;President;State visit.Meeting with KingJuan Carlos Iand PresidentJosé Luiz Zapatero.Met with local politicians.;0;0;8801,6;-0,18957
